timestamp(ms),ECG_comp,Detected_R_wave,Pace,ECG_amp,
"1742503240.399",,"0",,,
"1742503240.4",,,"0",,
"1742503240.401",,,,"2.33",
"1742503240.403","0",,,,
"1742503240.404",,"0",,,
"1742503240.405",,,"0",,
"1742503240.406",,,,"2.34",
"1742503240.408","0",,,,
"1742503240.409",,"0",,,
"1742503240.41",,,"0",,
"1742503240.411",,,,"2.35",
"1742503240.413","0",,,,
"1742503240.414",,"0",,,
"1742503240.415",,,"0",,
"1742503240.417",,,,"2.37",
"1742503240.418","0",,,,
"1742503240.42",,"0","0",,
"1742503240.422",,,,"2.39",
"1742503240.423","0",,,,
"1742503240.425",,"0",,,
"1742503240.426",,,"0",,
"1742503240.427",,,,"2.4",
"1742503240.429","0",,,,
"1742503240.43",,"0",,,
"1742503240.431",,,"0",,
"1742503240.432",,,,"2.42",
"1742503240.434","0",,,,
"1742503240.435",,"0",,,
"1742503240.436",,,"0",,
"1742503240.437",,,,"2.42",
"1742503240.439","0",,,,
"1742503240.443",,"0","0",,
"1742503240.444","0",,,"2.44",
"1742503240.446",,"0",,,
"1742503240.447",,,"0",,
"1742503240.448",,,,"2.45",
"1742503240.449","0",,,,
"1742503240.451",,"0",,,
"1742503240.452",,,"0",,
"1742503240.453",,,,"2.45",
"1742503240.454","0",,,,
"1742503240.456",,"0",,,
"1742503240.457",,,"0",,
"1742503240.458",,,,"2.46",
"1742503240.46","0",,,,
"1742503240.461",,"0",,,
"1742503240.462",,,"0",,
"1742503240.463",,,,"2.45",
"1742503240.465","0",,,,
"1742503240.466",,"0",,,
"1742503240.467",,,"0",,
"1742503240.468",,,,"2.44",
"1742503240.47","0",,,,
"1742503240.472",,"0",,,
"1742503240.473",,,"0",,
"1742503240.474",,,,"2.43",
"1742503240.475","0",,,,
"1742503240.477",,"0",,,
"1742503240.478",,,"0",,
"1742503240.479",,,,"2.41",
"1742503240.48","0",,,,
"1742503240.482",,"0",,,
"1742503240.483",,,"0",,
"1742503240.484",,,,"2.39",
"1742503240.485","0",,,,
"1742503240.487",,"0",,,
"1742503240.488",,,"0",,
"1742503240.489",,,,"2.36",
"1742503240.491","0",,,,
"1742503240.492",,"0",,,
"1742503240.493",,,"0",,
"1742503240.495",,,,"2.34",
"1742503240.496","0",,,,
"1742503240.498",,"0","0",,
"1742503240.5",,,,"2.31",
"1742503240.501","0",,,,
"1742503240.503",,"0",,,
"1742503240.504",,,"0",,
"1742503240.505",,,,"2.27",
"1742503240.506","0",,,,
"1742503240.508",,"0",,,
"1742503240.509",,,"0",,
"1742503240.51",,,,"2.25",
"1742503240.512","0",,,,
"1742503240.513",,"0",,,
"1742503240.514",,,"0",,
"1742503240.515",,,,"2.23",
"1742503240.517","0",,,,
"1742503240.518",,"0",,,
"1742503240.519",,,"0",,
"1742503240.52",,,,"2.2",
"1742503240.522","0",,,,
"1742503240.524",,"0","0",,
"1742503240.526",,,,"2.18",
"1742503240.527","0",,,,
"1742503240.529",,"0",,,
"1742503240.53",,,"0",,
"1742503240.531",,,,"2.16",
"1742503240.532","0",,,,
"1742503240.534",,"0",,,
"1742503240.535",,,"0",,
"1742503240.536",,,,"2.15",
"1742503240.537","0",,,,
"1742503240.539",,"0",,,
"1742503240.54",,,"0",,
"1742503240.541",,,,"2.14",
"1742503240.543","0",,,,
"1742503240.545",,"0","0",,
"1742503240.546",,,,"2.12",
"1742503240.548","0",,,,
"1742503240.55",,"0","0",,
"1742503240.552",,,,"2.12",
"1742503240.553","0",,,,
"1742503240.555",,"0",,,
"1742503240.557",,,"0",,
"1742503240.558","0",,,"2.1",
"1742503240.56",,"0",,,
"1742503240.561",,,"0",,
"1742503240.562",,,,"2.1",
"1742503240.563","0",,,,
"1742503240.565",,"0",,,
"1742503240.566",,,"0",,
"1742503240.567",,,,"2.1",
"1742503240.569","0",,,,
"1742503240.57",,"0",,,
"1742503240.571",,,"0",,
"1742503240.573",,,,"2.09",
"1742503240.574","0",,,,
"1742503240.575",,"0",,,
"1742503240.577",,,"0",,
"1742503240.578",,,,"2.1",
"1742503240.579","0",,,,
"1742503240.581",,"0",,,
"1742503240.582",,,"0",,
"1742503240.583",,,,"2.11",
"1742503240.584","0",,,,
"1742503240.586",,"0",,,
"1742503240.587",,,"0",,
"1742503240.588",,,,"2.1",
"1742503240.589","0",,,,
"1742503240.591",,"0",,,
"1742503240.592",,,"0",,
"1742503240.593",,,,"2.11",
"1742503240.595","0",,,,
"1742503240.596",,"0",,,
"1742503240.597",,,"0",,
"1742503240.598",,,,"2.11",
"1742503240.6","0",,,,
"1742503240.602",,"0","0",,
"1742503240.604",,,,"2.11",
"1742503240.605","0",,,,
"1742503240.607",,"0","0",,
"1742503240.609",,,,"2.12",
"1742503240.61","0",,,,
"1742503240.612",,"0",,,
"1742503240.613",,,"0",,
"1742503240.614",,,,"2.12",
"1742503240.615","0",,,,
"1742503240.617",,"0",,,
"1742503240.618",,,"0",,
"1742503240.619",,,,"2.12",
"1742503240.621","0",,,,
"1742503240.623",,"0",,,
"1742503240.624",,,"0",,
"1742503240.625",,,,"2.12",
"1742503240.626","0",,,,
"1742503240.627",,"0",,,
"1742503240.628",,,"0",,
"1742503240.629",,,,"2.13",
"1742503240.631","0",,,,
"1742503240.633",,"0","0",,
"1742503240.635",,,,"2.13",
"1742503240.636","0",,,,
"1742503240.638",,"0",,,
"1742503240.639",,,"0",,
"1742503240.64",,,,"2.13",
"1742503240.641","0",,,,
"1742503240.643",,"0",,,
"1742503240.644",,,"0",,
"1742503240.645",,,,"2.14",
"1742503240.646","0",,,,
"1742503240.648",,"0",,,
"1742503240.649",,,"0",,
"1742503240.65",,,,"2.14",
"1742503240.652","0",,,,
"1742503240.653",,"0",,,
"1742503240.654",,,"0",,
"1742503240.655",,,,"2.15",
"1742503240.657","0",,,,
"1742503240.659",,"0","0",,
"1742503240.661",,,,"2.15",
"1742503240.662","0",,,,
"1742503240.664",,"0","0",,
"1742503240.666",,,,"2.16",
"1742503240.667","0",,,,
"1742503240.669",,"0",,,
"1742503240.67",,,"0",,
"1742503240.671",,,,"2.15",
"1742503240.672","0",,,,
"1742503240.674",,"0",,,
"1742503240.675",,,"0",,
"1742503240.676",,,,"2.16",
"1742503240.678","0",,,,
"1742503240.679",,"0",,,
"1742503240.68",,,"0",,
"1742503240.681",,,,"2.16",
"1742503240.683","0",,,,
"1742503240.685",,"0","0",,
"1742503240.687",,,,"2.17",
"1742503240.688","0",,,,
"1742503240.69",,"0",,,
"1742503240.691",,,"0",,
"1742503240.692",,,,"2.17",
"1742503240.693","0",,,,
"1742503240.695",,"0",,,
"1742503240.696",,,"0",,
"1742503240.697",,,,"2.18",
"1742503240.698","0",,,,
"1742503240.7",,"0",,,
"1742503240.701",,,"0",,
"1742503240.702",,,,"2.18",
"1742503240.703","0",,,,
"1742503240.705",,"0",,,
"1742503240.706",,,"0",,
"1742503240.707",,,,"2.19",
"1742503240.709","0",,,,
"1742503240.71",,"0",,,
"1742503240.711",,,"0",,
"1742503240.712",,,,"2.19",
"1742503240.714","0",,,,
"1742503240.716",,"0","0",,
"1742503240.718",,,,"2.18",
"1742503240.719","0",,,,
"1742503240.721",,"0",,,
"1742503240.722",,,"0",,
"1742503240.723",,,,"2.18",
"1742503240.724","0",,,,
"1742503240.726",,"0",,,
"1742503240.727",,,"0",,
"1742503240.728",,,,"2.2",
"1742503240.73","0",,,,
"1742503240.731",,"0",,,
"1742503240.732",,,"0",,
"1742503240.733",,,,"2.19",
"1742503240.735","0",,,,
"1742503240.736",,"0",,,
"1742503240.737",,,"0",,
"1742503240.739",,,,"2.19",
"1742503240.74","0",,,,
"1742503240.742",,"0","0",,
"1742503240.744",,,,"2.2",
"1742503240.745","0",,,,
"1742503240.747",,"0",,,
"1742503240.748",,,"0",,
"1742503240.749",,,,"2.2",
"1742503240.75","0",,,,
"1742503240.752",,"0",,,
"1742503240.753",,,"0",,
"1742503240.754",,,,"2.2",
"1742503240.756","0",,,,
"1742503240.757",,"0",,,
"1742503240.758",,,"0",,
"1742503240.759",,,,"2.21",
"1742503240.761","0",,,,
"1742503240.762",,"0",,,
"1742503240.763",,,"0",,
"1742503240.764",,,,"2.2",
"1742503240.766","0",,,,
"1742503240.767",,"0",,,
"1742503240.768",,,"0",,
"1742503240.77",,,,"2.21",
"1742503240.771","0",,,,
"1742503240.773",,"0","0",,
"1742503240.775",,,,"2.21",
"1742503240.776","0",,,,
"1742503240.778",,"0",,,
"1742503240.779",,,"0",,
"1742503240.78",,,,"2.22",
"1742503240.781","0",,,,
"1742503240.783",,"0",,,
"1742503240.784",,,"0",,
"1742503240.785",,,,"2.21",
"1742503240.787","0",,,,
"1742503240.788",,"0",,,
"1742503240.789",,,"0",,
"1742503240.79",,,,"2.22",
"1742503240.792","0",,,,
"1742503240.793",,"0",,,
"1742503240.794",,,"0",,
"1742503240.796",,,,"2.22",
"1742503240.797","0",,,,
"1742503240.799",,"0","0",,
"1742503240.801",,,,"2.23",
"1742503240.802","0",,,,
"1742503240.804",,"0",,,
"1742503240.805",,,"0",,
"1742503240.806",,,,"2.22",
"1742503240.807","0",,,,
"1742503240.809",,"0",,,
"1742503240.81",,,"0",,
"1742503240.811",,,,"2.22",
"1742503240.813","0",,,,
"1742503240.814",,"0",,,
"1742503240.815",,,"0",,
"1742503240.816",,,,"2.23",
"1742503240.818","0",,,,
"1742503240.82",,"0","0",,
"1742503240.822",,,,"2.22",
"1742503240.823","0",,,,
"1742503240.825",,"0",,,
"1742503240.826",,,"0",,
"1742503240.827",,,,"2.23",
"1742503240.828","0",,,,
"1742503240.83",,"0",,,
"1742503240.831",,,"0",,
"1742503240.832",,,,"2.24",
"1742503240.833","0",,,,
"1742503240.835",,"0",,,
"1742503240.836",,,"0",,
"1742503240.837",,,,"2.24",
"1742503240.839","0",,,,
"1742503240.84",,"0",,,
"1742503240.841",,,"0",,
"1742503240.842",,,,"2.23",
"1742503240.844","0",,,,
"1742503240.845",,"0",,,
"1742503240.846",,,"0",,
"1742503240.847",,,,"2.24",
"1742503240.849","0",,,,
"1742503240.851",,"0","0",,
"1742503240.853",,,,"2.23",
"1742503240.854","0",,,,
"1742503240.856",,"0",,,
"1742503240.857",,,"0",,
"1742503240.858",,,,"2.24",
"1742503240.859","0",,,,
"1742503240.861",,"0",,,
"1742503240.862",,,"0",,
"1742503240.863",,,,"2.24",
"1742503240.864","0",,,,
"1742503240.866",,"0",,,
"1742503240.867",,,"0",,
"1742503240.868",,,,"2.23",
"1742503240.87","0",,,,
"1742503240.871",,"0",,,
"1742503240.872",,,"0",,
"1742503240.874",,,,"2.23",
"1742503240.875","0",,,,
"1742503240.877",,"0","0",,
"1742503240.879",,,,"2.24",
"1742503240.88","0",,,,
"1742503240.882",,"0",,,
"1742503240.883",,,"0",,
"1742503240.884",,,,"2.24",
"1742503240.885","0",,,,
"1742503240.887",,"0",,,
"1742503240.888",,,"0",,
"1742503240.889",,,,"2.23",
"1742503240.89","0",,,,
"1742503240.892",,"0",,,
"1742503240.893",,,"0",,
"1742503240.894",,,,"2.24",
"1742503240.896","0",,,,
"1742503240.897",,"0",,,
"1742503240.898",,,"0",,
"1742503240.899",,,,"2.24",
"1742503240.901","0",,,,
"1742503240.902",,"0",,,
"1742503240.903",,,"0",,
"1742503240.905",,,,"2.24",
"1742503240.906","0",,,,
"1742503240.908",,"0","0",,
"1742503240.91",,,,"2.24",
"1742503240.911","0",,,,
"1742503240.913",,"0",,,
"1742503240.914",,,"0",,
"1742503240.915",,,,"2.25",
"1742503240.916","0",,,,
"1742503240.918",,"0",,,
"1742503240.919",,,"0",,
"1742503240.92",,,,"2.25",
"1742503240.922","0",,,,
"1742503240.923",,"0",,,
"1742503240.924",,,"0",,
"1742503240.925",,,,"2.25",
"1742503240.927","0",,,,
"1742503240.928",,"0",,,
"1742503240.929",,,"0",,
"1742503240.931",,,,"2.25",
"1742503240.932","0",,,,
"1742503240.934",,"0","0",,
"1742503240.936",,,,"2.25",
"1742503240.937","0",,,,
"1742503240.939",,"0",,,
"1742503240.94",,,"0",,
"1742503240.941",,,,"2.25",
"1742503240.942","0",,,,
"1742503240.944",,"0",,,
"1742503240.945",,,"0",,
"1742503240.946",,,,"2.25",
"1742503240.948","0",,,,
"1742503240.949",,"0",,,
"1742503240.95",,,"0",,
"1742503240.951",,,,"2.25",
"1742503240.953","0",,,,
"1742503240.954",,"0",,,
"1742503240.955",,,"0",,
"1742503240.957",,,,"2.24",
"1742503240.958","0",,,,
"1742503240.96",,"0","0",,
"1742503240.962",,,,"2.25",
"1742503240.963","0",,,,
"1742503240.965",,"0",,,
"1742503240.966",,,"0",,
"1742503240.967",,,,"2.25",
"1742503240.968","0",,,,
"1742503240.97",,"0",,,
"1742503240.971",,,"0",,
"1742503240.972",,,,"2.26",
"1742503240.973","0",,,,
"1742503240.975",,"0",,,
"1742503240.976",,,"0",,
"1742503240.977",,,,"2.26",
"1742503240.979","0",,,,
"1742503240.98",,"0",,,
"1742503240.981",,,"0",,
"1742503240.982",,,,"2.26",
"1742503240.984","0",,,,
"1742503240.986",,"0","0",,
"1742503240.988",,,,"2.25",
"1742503240.989","0",,,,
"1742503240.991",,"0",,,
"1742503240.992",,,"0",,
"1742503240.993",,,,"2.26",
"1742503240.994","0",,,,
"1742503240.996",,"0",,,
"1742503240.997",,,"0",,
"1742503240.998",,,,"2.26",
"1742503240.999","0",,,,
"1742503241.001",,"0",,,
"1742503241.002",,,"0",,
"1742503241.003",,,,"2.26",
"1742503241.005","0",,,,
"1742503241.006",,"0",,,
"1742503241.007",,,"0",,
"1742503241.008",,,,"2.26",
"1742503241.01","0",,,,
"1742503241.012",,"0","0",,
"1742503241.014",,,,"2.26",
"1742503241.015","0",,,,
"1742503241.017",,"0",,,
"1742503241.018",,,"0",,
"1742503241.019",,,,"2.26",
"1742503241.02","0",,,,
"1742503241.022",,"0",,,
"1742503241.023",,,"0",,
"1742503241.024",,,,"2.26",
"1742503241.025","0",,,,
"1742503241.027",,"0",,,
"1742503241.028",,,"0",,
"1742503241.029",,,,"2.27",
"1742503241.031","0",,,,
"1742503241.032",,"0",,,
"1742503241.033",,,"0",,
"1742503241.034",,,,"2.28",
"1742503241.036","0",,,,
"1742503241.037",,"0",,,
"1742503241.038",,,"0",,
"1742503241.04",,,,"2.29",
"1742503241.041","0",,,,
"1742503241.043",,"0",,,
"1742503241.044",,,"0",,
"1742503241.045",,,,"2.31",
"1742503241.046","0",,,,
"1742503241.048",,"0",,,
"1742503241.049",,,"0",,
"1742503241.05",,,,"2.31",
"1742503241.051","0",,,,
"1742503241.053",,"0",,,
"1742503241.054",,,"0",,
"1742503241.055",,,,"2.33",
"1742503241.057","0",,,,
"1742503241.058",,"0",,,
"1742503241.059",,,"0",,
"1742503241.06",,,,"2.34",
"1742503241.062","0",,,,
"1742503241.063",,"0",,,
"1742503241.064",,,"0",,
"1742503241.066",,,,"2.35",
"1742503241.067","0",,,,
"1742503241.069",,"0","0",,
"1742503241.071",,,,"2.35",
"1742503241.072","0",,,,
"1742503241.074",,"0",,,
"1742503241.075",,,"0",,
"1742503241.076",,,,"2.36",
"1742503241.077","0",,,,
"1742503241.079",,"0",,,
"1742503241.08",,,"0",,
"1742503241.081",,,,"2.36",
"1742503241.082","0",,,,
"1742503241.084",,"0",,,
"1742503241.085",,,"0",,
"1742503241.086",,,,"2.35",
"1742503241.088","0",,,,
"1742503241.09",,"0","0",,
"1742503241.092",,,,"2.35",
"1742503241.093","0",,,,
"1742503241.095",,"0","0",,
"1742503241.097",,,,"2.34",
"1742503241.098","0",,,,
"1742503241.1",,"0","0",,
"1742503241.102",,,,"2.32",
"1742503241.103","0",,,,
"1742503241.105",,"0",,,
"1742503241.106",,,"0",,
"1742503241.107",,,,"2.3",
"1742503241.109","0",,,,
"1742503241.11",,"0",,,
"1742503241.111",,,"0",,
"1742503241.112",,,,"2.29",
"1742503241.114","0",,,,
"1742503241.115",,"0",,,
"1742503241.116",,,"0",,
"1742503241.118",,,,"2.28",
"1742503241.119","0",,,,
"1742503241.12",,"0",,,
"1742503241.121",,,"0",,
"1742503241.123",,,,"2.27",
"1742503241.124","0",,,,
"1742503241.126",,"0","0",,
"1742503241.128",,,,"2.26",
"1742503241.129","0",,,,
"1742503241.131",,"0",,,
"1742503241.132",,,"0",,
"1742503241.133",,,,"2.25",
"1742503241.134","0",,,,
"1742503241.136",,"0",,,
"1742503241.137",,,"0",,
"1742503241.138",,,,"2.25",
"1742503241.14","0",,,,
"1742503241.141",,"0",,,
"1742503241.142",,,"0",,
"1742503241.144",,,,"2.24",
"1742503241.145","0",,,,
"1742503241.147",,"0","0",,
"1742503241.149",,,,"2.25",
"1742503241.15","0",,,,
"1742503241.152",,"0",,,
"1742503241.153",,,"0",,
"1742503241.154",,,,"2.24",
"1742503241.155","0",,,,
"1742503241.157",,"0",,,
"1742503241.158",,,"0",,
"1742503241.159",,,,"2.24",
"1742503241.16","0",,,,
"1742503241.162",,"0",,,
"1742503241.163",,,"0",,
"1742503241.164",,,,"2.24",
"1742503241.166","0",,,,
"1742503241.167",,"0",,,
"1742503241.168",,,"0",,
"1742503241.169",,,,"2.23",
"1742503241.171","0",,,,
"1742503241.173",,"0","0",,
"1742503241.174",,,,"2.24",
"1742503241.176","0",,,,
"1742503241.178",,"0",,,
"1742503241.179",,,"0",,
"1742503241.18",,,,"2.24",
"1742503241.181","0",,,,
"1742503241.183",,"0",,,
"1742503241.184",,,"0",,
"1742503241.185",,,,"2.24",
"1742503241.186","0",,,,
"1742503241.188",,"0",,,
"1742503241.189",,,"0",,
"1742503241.19",,,,"2.23",
"1742503241.192","0",,,,
"1742503241.193",,"0",,,
"1742503241.194",,,"0",,
"1742503241.195",,,,"2.21",
"1742503241.197","0",,,,
"1742503241.198",,"0",,,
"1742503241.199",,,"0",,
"1742503241.2",,,,"2.17",
"1742503241.202","0",,,,
"1742503241.204",,"0","0",,
"1742503241.206",,,,"2.15",
"1742503241.207","0",,,,
"1742503241.209",,"0",,,
"1742503241.21",,,"0",,
"1742503241.211",,,,"2.21",
"1742503241.212","0",,,,
"1742503241.214",,"0",,,
"1742503241.215",,,"0",,
"1742503241.216",,,,"2.39",
"1742503241.218","0",,,,
"1742503241.219",,"0",,,
"1742503241.22",,,"0",,
"1742503241.221",,,,"2.66",
"1742503241.223","0",,,,
"1742503241.224",,"0",,,
"1742503241.225",,,"0",,
"1742503241.226",,,,"2.94",
"1742503241.228","0",,,,
"1742503241.23",,"0","0",,
"1742503241.232",,,,"3.08",
"1742503241.233","5",,,,
"1742503241.236",,"1",,,
"1742503241.238",,,"0",,
"1742503241.24",,,"1",,
"1742503241.241",,,,"2.41",
"1742503241.243","0",,,,
"1742503241.244",,"0",,,
"1742503241.245",,,"0",,
"1742503241.246",,,,"2.21",
"1742503241.248","0",,,,
"1742503241.249",,"0",,,
"1742503241.25",,,"0",,
"1742503241.252",,,,"2.11",
"1742503241.253","0",,,,
"1742503241.255",,"0","0",,
"1742503241.257",,,,"2.05",
"1742503241.258","0",,,,
"1742503241.26",,"0",,,
"1742503241.261",,,"0",,
"1742503241.262",,,,"2.04",
"1742503241.263","0",,,,
"1742503241.265",,"0",,,
"1742503241.266",,,"0",,
"1742503241.267",,,,"2.06",
"1742503241.268","0",,,,
"1742503241.27",,"0",,,
"1742503241.271",,,"0",,
"1742503241.272",,,,"2.12",
"1742503241.274","0",,,,
"1742503241.276",,"0","0",,
"1742503241.278",,,,"2.17",
"1742503241.279","0",,,,
"1742503241.281",,"0","0",,
"1742503241.283",,,,"2.2",
"1742503241.284","0",,,,
"1742503241.286",,"0",,,
"1742503241.287",,,"0",,
"1742503241.288",,,,"2.21",
"1742503241.289","0",,,,
"1742503241.291",,"0",,,
"1742503241.292",,,"0",,
"1742503241.293",,,,"2.22",
"1742503241.294","0",,,,
"1742503241.296",,"0",,,
"1742503241.297",,,"0",,
"1742503241.298",,,,"2.23",
"1742503241.3","0",,,,
"1742503241.301",,"0",,,
"1742503241.302",,,"0",,
"1742503241.304",,,,"2.23",
"1742503241.305","0",,,,
"1742503241.307",,"0","0",,
"1742503241.309",,,,"2.24",
"1742503241.31","0",,,,
"1742503241.312",,"0",,,
"1742503241.313",,,"0",,
"1742503241.314",,,,"2.25",
"1742503241.315","0",,,,
"1742503241.317",,"0",,,
"1742503241.318",,,"0",,
"1742503241.319",,,,"2.25",
"1742503241.32","0",,,,
"1742503241.322",,"0",,,
"1742503241.323",,,"0",,
"1742503241.324",,,,"2.25",
"1742503241.326","0",,,,
"1742503241.328",,"0","0",,
"1742503241.329",,,,"2.26",
"1742503241.331","0",,,,
"1742503241.333",,"0","0",,
"1742503241.335",,,,"2.26",
"1742503241.336","0",,,,
"1742503241.338",,"0",,,
"1742503241.339",,,"0",,
"1742503241.34",,,,"2.27",
"1742503241.341","0",,,,
"1742503241.343",,"0",,,
"1742503241.344",,,"0",,
"1742503241.345",,,,"2.29",
"1742503241.346","0",,,,
"1742503241.348",,"0",,,
"1742503241.349",,,"0",,
"1742503241.35",,,,"2.29",
"1742503241.352","0",,,,
"1742503241.353",,"0",,,
"1742503241.354",,,"0",,
"1742503241.355",,,,"2.31",
"1742503241.357","0",,,,
"1742503241.358",,"0",,,
"1742503241.359",,,"0",,
"1742503241.361",,,,"2.32",
"1742503241.362","0",,,,
"1742503241.364",,"0","0",,
"1742503241.366",,,,"2.34",
"1742503241.367","0",,,,
"1742503241.369",,"0",,,
"1742503241.37",,,"0",,
"1742503241.371",,,,"2.34",
"1742503241.372","0",,,,
"1742503241.374",,"0",,,
"1742503241.375",,,"0",,
"1742503241.376",,,,"2.36",
"1742503241.377","0",,,,
"1742503241.379",,"0",,,
"1742503241.38",,,"0",,
"1742503241.381",,,,"2.38",
"1742503241.383","0",,,,
"1742503241.385",,"0","0",,
"1742503241.386",,,,"2.39",
"1742503241.388","0",,,,
"1742503241.39",,"0","0",,
"1742503241.392",,,,"2.39",
"1742503241.393","0",,,,
"1742503241.395",,"0",,,
"1742503241.396",,,"0",,
"1742503241.397",,,,"2.42",
"1742503241.398","0",,,,
"1742503241.4",,"0",,,
"1742503241.401",,,"0",,
"1742503241.402",,,,"2.43",
"1742503241.404","0",,,,
"1742503241.405",,"0",,,
"1742503241.406",,,"0",,
"1742503241.407",,,,"2.44",
"1742503241.409","0",,,,
"1742503241.41",,"0",,,
"1742503241.411",,,"0",,
"1742503241.413",,,,"2.46",
"1742503241.414","0",,,,
"1742503241.416",,"0","0",,
"1742503241.418",,,,"2.47",
"1742503241.419","0",,,,
"1742503241.421",,"0",,,
"1742503241.422",,,"0",,
"1742503241.423",,,,"2.49",
"1742503241.424","0",,,,
"1742503241.426",,"0",,,
"1742503241.427",,,"0",,
"1742503241.428",,,,"2.51",
"1742503241.43","0",,,,
"1742503241.431",,"0",,,
"1742503241.432",,,"0",,
"1742503241.433",,,,"2.51",
"1742503241.435","0",,,,
"1742503241.436",,"0",,,
"1742503241.437",,,"0",,
"1742503241.439",,,,"2.51",
"1742503241.44","0",,,,
"1742503241.442",,"0","0",,
"1742503241.444",,,,"2.51",
"1742503241.445","0",,,,
"1742503241.447",,"0",,,
"1742503241.448",,,"0",,
"1742503241.449",,,,"2.51",
"1742503241.45","0",,,,
"1742503241.452",,"0",,,
"1742503241.453",,,"0",,
"1742503241.454",,,,"2.48",
"1742503241.455","0",,,,
"1742503241.457",,"0",,,
"1742503241.458",,,"0",,
"1742503241.459",,,,"2.47",
"1742503241.461","0",,,,
"1742503241.462",,"0",,,
"1742503241.463",,,"0",,
"1742503241.464",,,,"2.45",
"1742503241.466","0",,,,
"1742503241.468",,"0","0",,
"1742503241.47",,,,"2.42",
"1742503241.471","0",,,,
"1742503241.473",,"0",,,
"1742503241.474",,,"0",,
"1742503241.475",,,,"2.39",
"1742503241.476","0",,,,
"1742503241.478",,"0",,,
"1742503241.479",,,"0",,
"1742503241.48",,,,"2.36",
"1742503241.481","0",,,,
"1742503241.483",,"0",,,
"1742503241.484",,,"0",,
"1742503241.485",,,,"2.33",
"1742503241.487","0",,,,
"1742503241.488",,"0",,,
"1742503241.489",,,"0",,
"1742503241.49",,,,"2.3",
"1742503241.492","0",,,,
"1742503241.493",,"0",,,
"1742503241.494",,,"0",,
"1742503241.496",,,,"2.28",
"1742503241.497","0",,,,
"1742503241.499",,"0","0",,
"1742503241.501",,,,"2.26",
"1742503241.502","0",,,,
"1742503241.504",,"0",,,
"1742503241.505",,,"0",,
"1742503241.506",,,,"2.23",
"1742503241.507","0",,,,
"1742503241.509",,"0",,,
"1742503241.51",,,"0",,
"1742503241.511",,,,"2.21",
"1742503241.512","0",,,,
"1742503241.514",,"0",,,
"1742503241.515",,,"0",,
"1742503241.516",,,,"2.2",
"1742503241.518","0",,,,
"1742503241.52",,"0","0",,
"1742503241.522",,,,"2.17",
"1742503241.523","0",,,,
"1742503241.525",,"0","0",,
"1742503241.527",,,,"2.17",
"1742503241.528","0",,,,
"1742503241.53",,"0",,,
"1742503241.531",,,"0",,
"1742503241.532",,,,"2.16",
"1742503241.533","0",,,,
"1742503241.535",,"0",,,
"1742503241.536",,,"0",,
"1742503241.537",,,,"2.15",
"1742503241.539","0",,,,
"1742503241.54",,"0",,,
"1742503241.541",,,"0",,
"1742503241.542",,,,"2.14",
"1742503241.544","0",,,,
"1742503241.545",,"0",,,
"1742503241.546",,,"0",,
"1742503241.547",,,,"2.14",
"1742503241.549","0",,,,
"1742503241.551",,"0","0",,
"1742503241.553",,,,"2.14",
"1742503241.554","0",,,,
"1742503241.556",,"0",,,
"1742503241.559",,,"0",,
"1742503241.56","0",,,"2.14",
"1742503241.561",,"0",,,
"1742503241.562",,,"0",,
"1742503241.563",,,,"2.13",
"1742503241.564","0",,,,
"1742503241.566",,"0",,,
"1742503241.567",,,"0",,
"1742503241.568",,,,"2.13",
"1742503241.57","0",,,,
"1742503241.571",,"0",,,
"1742503241.572",,,"0",,
"1742503241.574",,,,"2.14",
"1742503241.575","0",,,,
"1742503241.577",,"0",,,
"1742503241.578",,,"0",,
"1742503241.579",,,,"2.14",
"1742503241.58","0",,,,
"1742503241.582",,"0",,,
"1742503241.583",,,"0",,
"1742503241.584",,,,"2.14",
"1742503241.585","0",,,,
"1742503241.587",,"0",,,
"1742503241.588",,,"0",,
"1742503241.589",,,,"2.14",
"1742503241.59","0",,,,
"1742503241.592",,"0",,,
"1742503241.593",,,"0",,
"1742503241.594",,,,"2.15",
"1742503241.596","0",,,,
"1742503241.598",,"0","0",,
"1742503241.6",,,,"2.15",
"1742503241.601","0",,,,
"1742503241.602",,"0",,,
"1742503241.603",,,"0",,
"1742503241.605",,,,"2.16",
"1742503241.606","0",,,,
"1742503241.608",,"0",,,
"1742503241.609",,,"0",,
"1742503241.61",,,,"2.16",
"1742503241.611","0",,,,
"1742503241.613",,"0",,,
"1742503241.614",,,"0",,
"1742503241.615",,,,"2.17",
"1742503241.617","0",,,,
"1742503241.618",,"0",,,
"1742503241.619",,,"0",,
"1742503241.62",,,,"2.17",
"1742503241.622","0",,,,
"1742503241.623",,"0",,,
"1742503241.624",,,"0",,
"1742503241.626",,,,"2.17",
"1742503241.627","0",,,,
"1742503241.628",,"0",,,
"1742503241.629",,,"0",,
"1742503241.631",,,,"2.18",
"1742503241.632","0",,,,
"1742503241.634",,"0","0",,
"1742503241.636",,,,"2.18",
"1742503241.637","0",,,,
"1742503241.639",,"0",,,
"1742503241.64",,,"0",,
"1742503241.641",,,,"2.18",
"1742503241.642","0",,,,
"1742503241.644",,"0",,,
"1742503241.645",,,"0",,
"1742503241.646",,,,"2.19",
"1742503241.647","0",,,,
"1742503241.649",,"0",,,
"1742503241.65",,,"0",,
"1742503241.651",,,,"2.19",
"1742503241.653","0",,,,
